City_ID,City,Country,Date,Lat,Lng,Overall Weather,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
670,Guarapari,BR,2021-06-25 15:26:42,-20.6667,-40.4975,Clouds,overcast clouds,80.49,58,86,12.5,0,0
671,Manicore,BR,2021-06-25 15:26:43,-5.8092,-61.3003,Clear,clear sky,78.75,89,0,2.3,0,0
672,Domoni,KM,2021-06-25 15:26:43,-12.2569,44.5319,Clear,clear sky,75.78,71,9,7.83,0,0
673,Chapais,CA,2021-06-25 15:26:44,49.7834,-74.8492,Clouds,overcast clouds,60.58,86,100,8.93,0,0
674,Rio Grande,BR,2021-06-25 15:24:04,-32.035,-52.0986,Clouds,few clouds,62.94,57,11,8.03,0,0
675,Jiangyou,CN,2021-06-25 15:26:44,31.7667,104.7167,Clouds,broken clouds,70.48,94,76,1.79,0,0
676,Tagusao,PH,2021-06-25 15:26:44,9.1924,117.8141,Clouds,overcast clouds,80.42,82,98,5.95,0,0
677,Vao,NC,2021-06-25 15:26:45,-22.6667,167.4833,Clouds,broken clouds,70.77,75,70,19.28,0,0
678,Ulladulla,AU,2021-06-25 15:26:45,-35.35,150.4667,Clouds,overcast clouds,51.1,78,100,9.01,0,0
679,Pafos,CY,2021-06-25 15:26:45,34.7667,32.4167,Clouds,few clouds,91.24,74,20,14.97,0,0
680,Mgachi,RU,2021-06-25 15:26:46,51.05,142.2667,Clouds,overcast clouds,51.3,98,95,3.69,0,0
681,Ginir,ET,2021-06-25 15:26:46,7.1333,40.7,Rain,light rain,65.62,64,98,12.19,0,0
682,Montale,IT,2021-06-25 15:26:46,43.9356,11.0171,Clear,clear sky,86.68,44,0,5.01,0,0
683,Vanimo,PG,2021-06-25 15:26:47,-2.6741,141.3028,Rain,light rain,77.38,88,82,2.55,0,0
684,Boditi,ET,2021-06-25 15:26:47,6.9667,37.8667,Rain,moderate rain,64.51,75,100,5.37,0,0
685,Karasuk,RU,2021-06-25 15:26:47,53.7377,78.0403,Clouds,few clouds,55.09,74,20,2.59,0,0
686,Sevierville,US,2021-06-25 15:23:23,35.8681,-83.5618,Clear,clear sky,81.79,63,1,4.61,0,0
687,Rameswaram,IN,2021-06-25 15:26:48,9.2833,79.3,Clouds,broken clouds,83.35,78,83,18.32,0,0
688,Nago,JP,2021-06-25 15:26:48,26.5881,127.9761,Clouds,few clouds,81.03,88,20,11.92,0,0
